postnummer;poststed;adresse;kontornummer;kontor;kommunenummer;kommune;
0655;Oslo;Joh. H. Andresens vei 9–;0315;NAV Grünerløkka;0301;Oslo;
0656;Oslo;;0316;NAV Gamle Oslo;0301;Oslo;
0657;Oslo;;0316;NAV Gamle Oslo;0301;Oslo;
0658;Oslo;;0316;NAV Gamle Oslo;0301;Oslo;
0659;Oslo;;0316;NAV Gamle Oslo;0301;Oslo;
0660;Oslo;;0316;NAV Gamle Oslo;0301;Oslo;
0661;Oslo;Alle andre adresser;0316;NAV Gamle Oslo;0301;Oslo;
0661;Oslo;Bertrand Narvesens vei 1–;0315;NAV Grünerløkka;0301;Oslo;
0661;Oslo;Bertrand Narvesens vei 2–4;0315;NAV Grünerløkka;0301;Oslo;
0661;Oslo;Hovinveien 39;0315;NAV Grünerløkka;0301;Oslo;
0661;Oslo;Tvetenveien 13;0326;NAV Alna;0301;Oslo;
0661;Oslo;Tvetenveien 18–22;0326;NAV Alna;0301;Oslo;
0662;Oslo;Alle andre adresser;0316;NAV Gamle Oslo;0301;Oslo;
0662;Oslo;St. Jørgens vei;0315;NAV Grünerløkka;0301;Oslo;
0663;Oslo;Alle andre adresser;0316;NAV Gamle Oslo;0301;Oslo;
0663;Oslo;Strømsveien 131;0326;NAV Alna;0301;Oslo;
0664;Oslo;;0326;NAV Alna;0301;Oslo;
0665;Oslo;;0326;NAV Alna;0301;Oslo;
0666;Oslo;;0326;NAV Alna;0301;Oslo;
0667;Oslo;Alle andre adresser;0321;NAV Østensjø;0301;Oslo;
0667;Oslo;Brynsalleen;0326;NAV Alna;0301;Oslo;
0667;Oslo;Brynsengfaret;0316;NAV Gamle Oslo;0301;Oslo;
0667;Oslo;Brynsengveien;0326;NAV Alna;0301;Oslo;
0667;Oslo;Brynshøgda;0326;NAV Alna;0301;Oslo;
0667;Oslo;Brynsveien;0316;NAV Gamle Oslo;0301;Oslo;
0667;Oslo;Fyrstikkbakken 2–4;0326;NAV Alna;0301;Oslo;
0667;Oslo;Fyrstikkbakken 3–5;0326;NAV Alna;0301;Oslo;
0667;Oslo;Nils Hansens vei;0326;NAV Alna;0301;Oslo;
0667;Oslo;Smalvollveien;0326;NAV Alna;0301;Oslo;
0667;Oslo;Østensjøveien 32–34;0316;NAV Gamle Oslo;0301;Oslo;
0667;Oslo;Østensjøveien 36–56;0326;NAV Alna;0301;Oslo;
0667;Oslo;Østensjøveien 39–45;0316;NAV Gamle Oslo;0301;Oslo;
0668;Oslo;;0326;NAV Alna;0301;Oslo;
0669;Oslo;;0326;NAV Alna;0301;Oslo;
0670;Oslo;;0326;NAV Alna;0301;Oslo;
0671;Oslo;Alle andre adresser;0321;NAV Østensjø;0301;Oslo;
0671;Oslo;Hellerud gårdsvei;0326;NAV Alna;0301;Oslo;
0671;Oslo;Hellerudstubben;0326;NAV Alna;0301;Oslo;
0671;Oslo;Solstugrenda;0326;NAV Alna;0301;Oslo;
0671;Oslo;Stordamveien 38–;0326;NAV Alna;0301;Oslo;
0671;Oslo;Stordamveien 41–;0326;NAV Alna;0301;Oslo;
0671;Oslo;Tvetenveien 101–157;0326;NAV Alna;0301;Oslo;
0671;Oslo;Tvetenveien 150–170;0326;NAV Alna;0301;Oslo;
0671;Oslo;Vetlandsveien 8–10;0326;NAV Alna;0301;Oslo;
0671;Oslo;Wilhelm Stenersens vei;0326;NAV Alna;0301;Oslo;
0672;Oslo;Alle andre adresser;0326;NAV Alna;0301;Oslo;
0672;Oslo;Hellerudfaret;0321;NAV Østensjø;0301;Oslo;
0672;Oslo;Hellerudveien 31–65;0321;NAV Østensjø;0301;Oslo;
0672;Oslo;Hellerudveien 52–82;0321;NAV Østensjø;0301;Oslo;
0672;Oslo;Trasoppterrassen;0321;NAV Østensjø;0301;Oslo;
0672;Oslo;Trolldalsveien 2–10;0321;NAV Østensjø;0301;Oslo;
0672;Oslo;Trolldalsveien 3–;0321;NAV Østensjø;0301;Oslo;
0672;Oslo;Trollåsveien;0321;NAV Østensjø;0301;Oslo;
0673;Oslo;;0326;NAV Alna;0301;Oslo;
0674;Oslo;;0326;NAV Alna;0301;Oslo;
0675;Oslo;;0326;NAV Alna;0301;Oslo;
0676;Oslo;;0326;NAV Alna;0301;Oslo;
0677;Oslo;Alle andre adresser;0318;NAV Nordstrand;0301;Oslo;
0677;Oslo;Ryenbergveien 55;0316;NAV Gamle Oslo;0301;Oslo;
0677;Oslo;Ryenbergveien 64–;0316;NAV Gamle Oslo;0301;Oslo;
0678;Oslo;Alle andre adresser;0321;NAV Østensjø;0301;Oslo;
0678;Oslo;Svartdalsveien 53–;0318;NAV Nordstrand;0301;Oslo;
0679;Oslo;;0321;NAV Østensjø;0301;Oslo;
0680;Oslo;Alle andre adresser;0321;NAV Østensjø;0301;Oslo;
0680;Oslo;Enebakkveien 112–154;0318;NAV Nordstrand;0301;Oslo;
0680;Oslo;Enebakkveien 115–135;0318;NAV Nordstrand;0301;Oslo;
0680;Oslo;Oluf Onsums vei;0318;NAV Nordstrand;0301;Oslo;
0681;Oslo;;0321;NAV Østensjø;0301;Oslo;
0682;Oslo;;0321;NAV Østensjø;0301;Oslo;
0683;Oslo;;0321;NAV Østensjø;0301;Oslo;
0684;Oslo;;0321;NAV Østensjø;0301;Oslo;
0685;Oslo;;0321;NAV Østensjø;0301;Oslo;
0686;Oslo;;0321;NAV Østensjø;0301;Oslo;
0687;Oslo;;0321;NAV Østensjø;0301;Oslo;
0688;Oslo;;0321;NAV Østensjø;0301;Oslo;
0689;Oslo;;0321;NAV Østensjø;0301;Oslo;
0690;Oslo;;0321;NAV Østensjø;0301;Oslo;
0691;Oslo;;0321;NAV Østensjø;0301;Oslo;
0692;Oslo;;0321;NAV Østensjø;0301;Oslo;
0693;Oslo;;0321;NAV Østensjø;0301;Oslo;
0694;Oslo;;0321;NAV Østensjø;0301;Oslo;
0750;Oslo;Alle andre adresser;0334;NAV Vestre Aker;0301;Oslo;
0750;Oslo;Møllefaret 10–;0335;NAV Ullern;0301;Oslo;
0751;Oslo;Alle andre adresser;0334;NAV Vestre Aker;0301;Oslo;
0751;Oslo;Elvefaret 23;0335;NAV Ullern;0301;Oslo;
0752;Oslo;;0334;NAV Vestre Aker;0301;Oslo;
0753;Oslo;;0334;NAV Vestre Aker;0301;Oslo;
0754;Oslo;;0334;NAV Vestre Aker;0301;Oslo;
0755;Oslo;;0334;NAV Vestre Aker;0301;Oslo;
0756;Oslo;;0334;NAV Vestre Aker;0301;Oslo;
0757;Oslo;;0334;NAV Vestre Aker;0301;Oslo;
0758;Oslo;;0334;NAV Vestre Aker;0301;Oslo;
0760;Oslo;;0334;NAV Vestre Aker;0301;Oslo;
0763;Oslo;;0334;NAV Vestre Aker;0301;Oslo;
0764;Oslo;;0334;NAV Vestre Aker;0301;Oslo;
0765;Oslo;;0334;NAV Vestre Aker;0301;Oslo;
0766;Oslo;;0334;NAV Vestre Aker;0301;Oslo;
0767;Oslo;;0334;NAV Vestre Aker;0301;Oslo;
0768;Oslo;;0334;NAV Vestre Aker;0301;Oslo;
0770;Oslo;;0334;NAV Vestre Aker;0301;Oslo;
0771;Oslo;;0334;NAV Vestre Aker;0301;Oslo;
0772;Oslo;;0334;NAV Vestre Aker;0301;Oslo;
0773;Oslo;;0334;NAV Vestre Aker;0301;Oslo;
0774;Oslo;;0334;NAV Vestre Aker;0301;Oslo;
0775;Oslo;;0334;NAV Vestre Aker;0301;Oslo;
0776;Oslo;;0334;NAV Vestre Aker;0301;Oslo;
0777;Oslo;;0334;NAV Vestre Aker;0301;Oslo;
0778;Oslo;;0334;NAV Vestre Aker;0301;Oslo;
0779;Oslo;;0334;NAV Vestre Aker;0301;Oslo;
0781;Oslo;;0334;NAV Vestre Aker;0301;Oslo;
0782;Oslo;;0334;NAV Vestre Aker;0301;Oslo;
0783;Oslo;;0334;NAV Vestre Aker;0301;Oslo;
0784;Oslo;;0334;NAV Vestre Aker;0301;Oslo;
0785;Oslo;;0334;NAV Vestre Aker;0301;Oslo;
0786;Oslo;;0334;NAV Vestre Aker;0301;Oslo;
0787;Oslo;;0334;NAV Vestre Aker;0301;Oslo;
0788;Oslo;;0334;NAV Vestre Aker;0301;Oslo;
0789;Oslo;;0334;NAV Vestre Aker;0301;Oslo;
0790;Oslo;;0334;NAV Vestre Aker;0301;Oslo;
0791;Oslo;;0334;NAV Vestre Aker;0301;Oslo;
0850;Oslo;Alle andre adresser;0313;NAV St. Hanshaugen;0301;Oslo;
0850;Oslo;Ullevålsalleen 2;0331;NAV Nordre Aker;0301;Oslo;
0851;Oslo;;0331;NAV Nordre Aker;0301;Oslo;
0852;Oslo;;0331;NAV Nordre Aker;0301;Oslo;
0853;Oslo;Alle andre adresser;0331;NAV Nordre Aker;0301;Oslo;
0853;Oslo;Jutulveien 17;0313;NAV St. Hanshaugen;0301;Oslo;
0854;Oslo;;0331;NAV Nordre Aker;0301;Oslo;
0855;Oslo;;0331;NAV Nordre Aker;0301;Oslo;
0856;Oslo;;0331;NAV Nordre Aker;0301;Oslo;
0857;Oslo;;0331;NAV Nordre Aker;0301;Oslo;
0858;Oslo;;0331;NAV Nordre Aker;0301;Oslo;
0860;Oslo;;0331;NAV Nordre Aker;0301;Oslo;
0861;Oslo;;0331;NAV Nordre Aker;0301;Oslo;
0862;Oslo;;0331;NAV Nordre Aker;0301;Oslo;
0863;Oslo;;0331;NAV Nordre Aker;0301;Oslo;
0864;Oslo;;0331;NAV Nordre Aker;0301;Oslo;
0870;Oslo;;0331;NAV Nordre Aker;0301;Oslo;
0871;Oslo;;0331;NAV Nordre Aker;0301;Oslo;
0872;Oslo;;0331;NAV Nordre Aker;0301;Oslo;
0873;Oslo;;0331;NAV Nordre Aker;0301;Oslo;
0874;Oslo;;0331;NAV Nordre Aker;0301;Oslo;
0875;Oslo;;0331;NAV Nordre Aker;0301;Oslo;
0876;Oslo;;0331;NAV Nordre Aker;0301;Oslo;
0877;Oslo;;0331;NAV Nordre Aker;0301;Oslo;
0880;Oslo;;0331;NAV Nordre Aker;0301;Oslo;
0881;Oslo;;0331;NAV Nordre Aker;0301;Oslo;
0882;Oslo;;0331;NAV Nordre Aker;0301;Oslo;
0883;Oslo;;0331;NAV Nordre Aker;0301;Oslo;
0884;Oslo;;0331;NAV Nordre Aker;0301;Oslo;
0890;Oslo;;0331;NAV Nordre Aker;0301;Oslo;
0891;Oslo;;0331;NAV Nordre Aker;0301;Oslo;
0950;Oslo;Alle andre adresser;0328;NAV Grorud;0301;Oslo;
0950;Oslo;Bredtvetveien;0330;NAV Bjerke;0301;Oslo;
0950;Oslo;Sven Oftedals vei;0330;NAV Bjerke;0301;Oslo;
0951;Oslo;;0328;NAV Grorud;0301;Oslo;
0952;Oslo;;0328;NAV Grorud;0301;Oslo;
0953;Oslo;Alle andre adresser;0328;NAV Grorud;0301;Oslo;
0953;Oslo;Trondheimsveien 371–381;0330;NAV Bjerke;0301;Oslo;
0954;Oslo;;0328;NAV Grorud;0301;Oslo;
0955;Oslo;;0328;NAV Grorud;0301;Oslo;
0956;Oslo;;0328;NAV Grorud;0301;Oslo;
0957;Oslo;;0328;NAV Grorud;0301;Oslo;
0958;Oslo;;0328;NAV Grorud;0301;Oslo;
0959;Oslo;;0328;NAV Grorud;0301;Oslo;
0960;Oslo;;0328;NAV Grorud;0301;Oslo;
0962;Oslo;Alle andre adresser;0328;NAV Grorud;0301;Oslo;
0962;Oslo;Trondheimsveien 529–535;0327;NAV Stovner;0301;Oslo;
0963;Oslo;;0328;NAV Grorud;0301;Oslo;
0964;Oslo;Alle andre adresser;0328;NAV Grorud;0301;Oslo;
0964;Oslo;Bånkallstubben;0327;NAV Stovner;0301;Oslo;
0964;Oslo;Trondheimsveien 591–669;0327;NAV Stovner;0301;Oslo;
0968;Oslo;;0327;NAV Stovner;0301;Oslo;
0969;Oslo;;0327;NAV Stovner;0301;Oslo;
0970;Oslo;;0328;NAV Grorud;0301;Oslo;
0971;Oslo;;0328;NAV Grorud;0301;Oslo;
0972;Oslo;;0328;NAV Grorud;0301;Oslo;
0973;Oslo;;0328;NAV Grorud;0301;Oslo;
0975;Oslo;;0328;NAV Grorud;0301;Oslo;
0976;Oslo;Alle andre adresser;0328;NAV Grorud;0301;Oslo;
0976;Oslo;Jernkroken 9–;0327;NAV Stovner;0301;Oslo;
0976;Oslo;Jernkroken 16–;0327;NAV Stovner;0301;Oslo;
0976;Oslo;Østre Aker vei 253–255;0327;NAV Stovner;0301;Oslo;
0976;Oslo;Østre Aker vei 256–260;0327;NAV Stovner;0301;Oslo;
0977;Oslo;;0327;NAV Stovner;0301;Oslo;
0978;Oslo;;0327;NAV Stovner;0301;Oslo;
0979;Oslo;;0327;NAV Stovner;0301;Oslo;
0980;Oslo;;0327;NAV Stovner;0301;Oslo;
0981;Oslo;;0327;NAV Stovner;0301;Oslo;
0982;Oslo;;0327;NAV Stovner;0301;Oslo;
0983;Oslo;;0327;NAV Stovner;0301;Oslo;
0984;Oslo;;0327;NAV Stovner;0301;Oslo;
0985;Oslo;;0327;NAV Stovner;0301;Oslo;
0986;Oslo;;0327;NAV Stovner;0301;Oslo;
0987;Oslo;;0327;NAV Stovner;0301;Oslo;
0988;Oslo;;0327;NAV Stovner;0301;Oslo;
1051;Oslo;Alle andre adresser;0326;NAV Alna;0301;Oslo;
1051;Oslo;Granstangen 52–;0327;NAV Stovner;0301;Oslo;
1052;Oslo;;0326;NAV Alna;0301;Oslo;
1053;Oslo;;0326;NAV Alna;0301;Oslo;
1054;Oslo;Alle andre adresser;0326;NAV Alna;0301;Oslo;
1054;Oslo;Gransdalen 35–;0327;NAV Stovner;0301;Oslo;
1055;Oslo;Alle andre adresser;0327;NAV Stovner;0301;Oslo;
1055;Oslo;Høybråtenveien 1–11;0326;NAV Alna;0301;Oslo;
1056;Oslo;;0326;NAV Alna;0301;Oslo;
1061;Oslo;;0326;NAV Alna;0301;Oslo;
1062;Oslo;;0326;NAV Alna;0301;Oslo;
1063;Oslo;;0326;NAV Alna;0301;Oslo;
1064;Oslo;;0326;NAV Alna;0301;Oslo;
1065;Oslo;;0326;NAV Alna;0301;Oslo;
1067;Oslo;;0326;NAV Alna;0301;Oslo;
1068;Oslo;;0326;NAV Alna;0301;Oslo;
1069;Oslo;;0326;NAV Alna;0301;Oslo;
1071;Oslo;;0326;NAV Alna;0301;Oslo;
1081;Oslo;;0326;NAV Alna;0301;Oslo;
1083;Oslo;;0326;NAV Alna;0301;Oslo;
1084;Oslo;Alle andre adresser;0327;NAV Stovner;0301;Oslo;
1084;Oslo;Haugenstien;0326;NAV Alna;0301;Oslo;
1084;Oslo;Haugenstuveien 18–;0326;NAV Alna;0301;Oslo;
1084;Oslo;Haugenstuveien 811;0326;NAV Alna;0301;Oslo;
1084;Oslo;Maria Dehlis vei 1–;0326;NAV Alna;0301;Oslo;
1086;Oslo;;0327;NAV Stovner;0301;Oslo;
1087;Oslo;;0327;NAV Stovner;0301;Oslo;
1088;Oslo;;0327;NAV Stovner;0301;Oslo;
1089;Oslo;;0327;NAV Stovner;0301;Oslo;
1150;Oslo;;0318;NAV Nordstrand;0301;Oslo;
1151;Oslo;;0318;NAV Nordstrand;0301;Oslo;
1152;Oslo;;0318;NAV Nordstrand;0301;Oslo;
1153;Oslo;;0318;NAV Nordstrand;0301;Oslo;
1154;Oslo;;0318;NAV Nordstrand;0301;Oslo;
1155;Oslo;;0318;NAV Nordstrand;0301;Oslo;
1156;Oslo;;0318;NAV Nordstrand;0301;Oslo;
1157;Oslo;;0318;NAV Nordstrand;0301;Oslo;
1158;Oslo;;0318;NAV Nordstrand;0301;Oslo;
1160;Oslo;;0318;NAV Nordstrand;0301;Oslo;
1161;Oslo;;0318;NAV Nordstrand;0301;Oslo;
1162;Oslo;;0318;NAV Nordstrand;0301;Oslo;
1163;Oslo;;0318;NAV Nordstrand;0301;Oslo;
1164;Oslo;Alle andre adresser;0318;NAV Nordstrand;0301;Oslo;
1164;Oslo;Enebakkveien 342–344;0319;NAV Søndre Nordstrand;0301;Oslo;
1164;Oslo;Frostveien 17–;0319;NAV Søndre Nordstrand;0301;Oslo;
1165;Oslo;Alle andre adresser;0318;NAV Nordstrand;0301;Oslo;
1165;Oslo;Munkerudveien 95–;0319;NAV Søndre Nordstrand;0301;Oslo;
1166;Oslo;;0318;NAV Nordstrand;0301;Oslo;
1167;Oslo;;0318;NAV Nordstrand;0301;Oslo;
1168;Oslo;;0318;NAV Nordstrand;0301;Oslo;
1169;Oslo;;0318;NAV Nordstrand;0301;Oslo;
1170;Oslo;;0318;NAV Nordstrand;0301;Oslo;
1172;Oslo;;0318;NAV Nordstrand;0301;Oslo;
1176;Oslo;;0318;NAV Nordstrand;0301;Oslo;
1177;Oslo;;0318;NAV Nordstrand;0301;Oslo;
1178;Oslo;;0318;NAV Nordstrand;0301;Oslo;
1179;Oslo;;0318;NAV Nordstrand;0301;Oslo;
1181;Oslo;Alle andre adresser;0318;NAV Nordstrand;0301;Oslo;
1181;Oslo;Brannfjellveien 12;0316;NAV Gamle Oslo;0301;Oslo;
1182;Oslo;;0318;NAV Nordstrand;0301;Oslo;
1184;Oslo;;0318;NAV Nordstrand;0301;Oslo;
1185;Oslo;Alle andre adresser;0318;NAV Nordstrand;0301;Oslo;
1185;Oslo;Abildsøveien 1–29;0321;NAV Østensjø;0301;Oslo;
1185;Oslo;Abildsøveien 2–28;0321;NAV Østensjø;0301;Oslo;
1187;Oslo;;0321;NAV Østensjø;0301;Oslo;
1188;Oslo;;0321;NAV Østensjø;0301;Oslo;
1189;Oslo;;0321;NAV Østensjø;0301;Oslo;
1250;Oslo;;0319;NAV Søndre Nordstrand;0301;Oslo;
1251;Oslo;;0319;NAV Søndre Nordstrand;0301;Oslo;
1252;Oslo;;0319;NAV Søndre Nordstrand;0301;Oslo;
1253;Oslo;;0319;NAV Søndre Nordstrand;0301;Oslo;
1254;Oslo;;0319;NAV Søndre Nordstrand;0301;Oslo;
1255;Oslo;;0319;NAV Søndre Nordstrand;0301;Oslo;
1256;Oslo;;0319;NAV Søndre Nordstrand;0301;Oslo;
1257;Oslo;Alle andre adresser;0319;NAV Søndre Nordstrand;0301;Oslo;
1257;Oslo;Sloreåsen 1–5;0318;NAV Nordstrand;0301;Oslo;
1258;Oslo;;0319;NAV Søndre Nordstrand;0301;Oslo;
1259;Oslo;;0319;NAV Søndre Nordstrand;0301;Oslo;
1262;Oslo;;0319;NAV Søndre Nordstrand;0301;Oslo;
1263;Oslo;;0319;NAV Søndre Nordstrand;0301;Oslo;
1266;Oslo;Alle andre adresser;0319;NAV Søndre Nordstrand;0301;Oslo;
1266;Oslo;Ljabruveien 80–94;0318;NAV Nordstrand;0301;Oslo;
1266;Oslo;Ljabruveien 81–89;0318;NAV Nordstrand;0301;Oslo;
1270;Oslo;;0319;NAV Søndre Nordstrand;0301;Oslo;
1271;Oslo;;0319;NAV Søndre Nordstrand;0301;Oslo;
1272;Oslo;;0319;NAV Søndre Nordstrand;0301;Oslo;
1273;Oslo;;0319;NAV Søndre Nordstrand;0301;Oslo;
1274;Oslo;;0319;NAV Søndre Nordstrand;0301;Oslo;
1275;Oslo;;0319;NAV Søndre Nordstrand;0301;Oslo;
1278;Oslo;;0319;NAV Søndre Nordstrand;0301;Oslo;
1279;Oslo;;0319;NAV Søndre Nordstrand;0301;Oslo;
1281;Oslo;;0319;NAV Søndre Nordstrand;0301;Oslo;
1283;Oslo;Alle andre adresser;0319;NAV Søndre Nordstrand;0301;Oslo;
1283;Oslo;Stenbråtveien 92–;0318;NAV Nordstrand;0301;Oslo;
1284;Oslo;Alle andre adresser;0319;NAV Søndre Nordstrand;0301;Oslo;
1284;Oslo;Gamle Bygdevei 301–;0318;NAV Nordstrand;0301;Oslo;
1285;Oslo;;0319;NAV Søndre Nordstrand;0301;Oslo;
1286;Oslo;;0319;NAV Søndre Nordstrand;0301;Oslo;
1290;Oslo;;0319;NAV Søndre Nordstrand;0301;Oslo;
1291;Oslo;;0319;NAV Søndre Nordstrand;0301;Oslo;
1294;Oslo;;0319;NAV Søndre Nordstrand;0301;Oslo;
1295;Oslo;;0319;NAV Søndre Nordstrand;0301;Oslo;
1300;Sandvika;;0219;NAV Bærum;0219;Bærum;
1301;Sandvika;;0219;NAV Bærum;0219;Bærum;
1302;Sandvika;;0219;NAV Bærum;0219;Bærum;
1303;Sandvika;;0219;NAV Bærum;0219;Bærum;
1304;Sandvika;;0219;NAV Bærum;0219;Bærum;
1305;Haslum;;0219;NAV Bærum;0219;Bærum;
1306;Sandvika;;0219;NAV Bærum;0219;Bærum;
1309;Rud;;0219;NAV Bærum;0219;Bærum;
1311;Høvikodden;;0219;NAV Bærum;0219;Bærum;
1312;Slependen;;0219;NAV Bærum;0219;Bærum;
1313;Vøyenenga;;0219;NAV Bærum;0219;Bærum;
1314;Vøyenenga;;0219;NAV Bærum;0219;Bærum;
1316;Eiksmarka;;0219;NAV Bærum;0219;Bærum;
1317;Bærums verk;;0219;NAV Bærum;0219;Bærum;
1318;Bekkestua;;0219;NAV Bærum;0219;Bærum;
1319;Bekkestua;;0219;NAV Bærum;0219;Bærum;
1321;Stabekk;;0219;NAV Bærum;0219;Bærum;
1322;Høvik;;0219;NAV Bærum;0219;Bærum;
1323;Høvik;;0219;NAV Bærum;0219;Bærum;
1324;Lysaker;;0219;NAV Bærum;0219;Bærum;
1325;Lysaker;;0219;NAV Bærum;0219;Bærum;
1326;Lysaker;;0219;NAV Bærum;0219;Bærum;
1327;Lysaker;;0219;NAV Bærum;0219;Bærum;
1328;Høvik;;0219;NAV Bærum;0219;Bærum;
1329;Lommedalen;;0219;NAV Bærum;0219;Bærum;
1330;Fornebu;;0219;NAV Bærum;0219;Bærum;
1331;Fornebu;;0219;NAV Bærum;0219;Bærum;
1332;Østerås;;0219;NAV Bærum;0219;Bærum;
1333;Kolsås;;0219;NAV Bærum;0219;Bærum;
1334;Rykkinn;;0219;NAV Bærum;0219;Bærum;
1335;Snarøya;;0219;NAV Bærum;0219;Bærum;
1336;Sandvika;;0219;NAV Bærum;0219;Bærum;
1337;Sandvika;;0219;NAV Bærum;0219;Bærum;
1338;Sandvika;;0219;NAV Bærum;0219;Bærum;
1339;Vøyenenga;;0219;NAV Bærum;0219;Bærum;
1340;Skui;;0219;NAV Bærum;0219;Bærum;
1341;Slependen;Alle andre adresser;0219;NAV Bærum;0219;Bærum;
1341;Slependen;Grensefaret;0220;NAV Asker;0220;Asker;
1341;Slependen;Grosetveien;0220;NAV Asker;0220;Asker;
1341;Slependen;Guriåsen;0220;NAV Asker;0220;Asker;
1341;Slependen;Stokkerveien;0220;NAV Asker;0220;Asker;
1341;Slependen;Vestmarkveien;0220;NAV Asker;0220;Asker;
1341;Slependen;Åstadbakken;0220;NAV Asker;0220;Asker;
1342;Gjettum;;0219;NAV Bærum;0219;Bærum;
1344;Haslum;;0219;NAV Bærum;0219;Bærum;
1346;Gjettum;;0219;NAV Bærum;0219;Bærum;
1348;Rykkinn;;0219;NAV Bærum;0219;Bærum;
1349;Rykkinn;;0219;NAV Bærum;0219;Bærum;
1350;Lommedalen;Alle andre adresser;0219;NAV Bærum;0219;Bærum;
1350;Lommedalen;Kampeseterstykket;0612;NAV Hole;0612;Hole;
1351;Rud;;0219;NAV Bærum;0219;Bærum;
1352;Kolsås;;0219;NAV Bærum;0219;Bærum;
1353;Bærums verk;;0219;NAV Bærum;0219;Bærum;
1354;Bærums verk;;0219;NAV Bærum;0219;Bærum;
1356;Bekkestua;;0219;NAV Bærum;0219;Bærum;
1357;Bekkestua;;0219;NAV Bærum;0219;Bærum;
1358;Jar;;0219;NAV Bærum;0219;Bærum;
1359;Eiksmarka;;0219;NAV Bærum;0219;Bærum;
1360;Fornebu;;0219;NAV Bærum;0219;Bærum;
1361;Østerås;;0219;NAV Bærum;0219;Bærum;
1362;Hosle;;0219;NAV Bærum;0219;Bærum;
1363;Høvik;;0219;NAV Bærum;0219;Bærum;
1364;Fornebu;;0219;NAV Bærum;0219;Bærum;
1365;Blommenholm;;0219;NAV Bærum;0219;Bærum;
1366;Lysaker;;0219;NAV Bærum;0219;Bærum;
1367;Snarøya;;0219;NAV Bærum;0219;Bærum;
1368;Stabekk;;0219;NAV Bærum;0219;Bærum;
1369;Stabekk;;0219;NAV Bærum;0219;Bærum;
1371;Asker;;0220;NAV Asker;0220;Asker;
1372;Asker;;0220;NAV Asker;0220;Asker;
1373;Asker;;0220;NAV Asker;0220;Asker;
1375;Billingstad;;0220;NAV Asker;0220;Asker;
1376;Billingstad;;0220;NAV Asker;0220;Asker;
1377;Billingstad;;0220;NAV Asker;0220;Asker;
1378;Nesbru;;0220;NAV Asker;0220;Asker;
1379;Nesbru;;0220;NAV Asker;0220;Asker;
1380;Heggedal;;0220;NAV Asker;0220;Asker;
1381;Vettre;;0220;NAV Asker;0220;Asker;
1383;Asker;;0220;NAV Asker;0220;Asker;
1384;Asker;;0220;NAV Asker;0220;Asker;
1385;Asker;;0220;NAV Asker;0220;Asker;
1386;Asker;;0220;NAV Asker;0220;Asker;
1387;Asker;;0220;NAV Asker;0220;Asker;
1388;Borgen;;0220;NAV Asker;0220;Asker;
1389;Heggedal;Alle andre adresser;0220;NAV Asker;0220;Asker;
1389;Heggedal;Andersdammen 9–11;0627;NAV Røyken;0627;Røyken;
1389;Heggedal;Blåbergveien;0627;NAV Røyken;0627;Røyken;
1389;Heggedal;Bøveien;0627;NAV Røyken;0627;Røyken;
1389;Heggedal;Fossumveien;0627;NAV Røyken;0627;Røyken;
1389;Heggedal;Gamle Rustad vei;0627;NAV Røyken;0627;Røyken;
1389;Heggedal;Hallenkroken;0627;NAV Røyken;0627;Røyken;
1389;Heggedal;Hallenåsen 91;0627;NAV Røyken;0627;Røyken;
1389;Heggedal;Hallenåsen terrasse;0627;NAV Røyken;0627;Røyken;
1389;Heggedal;Nores vei;0627;NAV Røyken;0627;Røyken;
1389;Heggedal;Oppsals vei;0627;NAV Røyken;0627;Røyken;
1389;Heggedal;Plankedalsveien;0627;NAV Røyken;0627;Røyken;
1389;Heggedal;Rødbekkveien;0627;NAV Røyken;0627;Røyken;
1389;Heggedal;Røykenveien 376–;0627;NAV Røyken;0627;Røyken;
1389;Heggedal;Røykenveien 381–;0627;NAV Røyken;0627;Røyken;
1389;Heggedal;Solfjellveien;0627;NAV Røyken;0627;Røyken;
1389;Heggedal;Solstuveien;0627;NAV Røyken;0627;Røyken;
1389;Heggedal;Stokkerskogen;0627;NAV Røyken;0627;Røyken;
1389;Heggedal;Tangenveien;0627;NAV Røyken;0627;Røyken;
1389;Heggedal;Trollkleiva;0627;NAV Røyken;0627;Røyken;
1389;Heggedal;Tronstadkleiva;0627;NAV Røyken;0627;Røyken;
1389;Heggedal;Underlandsveien 50–;0627;NAV Røyken;0627;Røyken;
1389;Heggedal;Underlandsveien 51–;0627;NAV Røyken;0627;Røyken;
1390;Vollen;;0220;NAV Asker;0220;Asker;
1391;Vollen;;0220;NAV Asker;0220;Asker;
1392;Vettre;;0220;NAV Asker;0220;Asker;
1393;Vollen;;0220;NAV Asker;0220;Asker;
1394;Nesbru;;0220;NAV Asker;0220;Asker;
1395;Hvalstad;;0220;NAV Asker;0220;Asker;
1396;Billingstad;Alle andre adresser;0220;NAV Asker;0220;Asker;
1396;Billingstad;Grensefaret 25–33;0219;NAV Bærum;0219;Bærum;
1396;Billingstad;Nordengveien 102–104;0219;NAV Bærum;0219;Bærum;
1396;Billingstad;Rugdefaret 88–;0219;NAV Bærum;0219;Bærum;
1397;Nesøya;;0220;NAV Asker;0220;Asker;
1399;Asker;;0220;NAV Asker;0220;Asker;
1400;Ski;Alle andre adresser;0213;NAV Ski;0213;Ski;
